BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,MORTDUE_missing_values_flag,VALUE_missing_values_flag,REASON_missing_values_flag,JOB_missing_values_flag,YOJ_missing_values_flag,DEROG_missing_values_flag,DELINQ_missing_values_flag,CLAGE_missing_values_flag,NINQ_missing_values_flag,CLNO_missing_values_flag,DEBTINC_missing_values_flag
1,10700.0,55043.0,68609.0,DebtCon,Other,2.0,0.0,0.0,46.272175955,1.0,17.0,25.448844532,False,False,False,False,False,False,False,False,False,False,False
0,10700.0,73996.0,92766.0,DebtCon,Office,15.0,0.0,0.0,102.14742858,0.0,9.0,25.3840627,False,False,False,False,False,False,False,False,False,False,False
0,10700.0,59588.0,69166.0,HomeImp,Other,6.0,0.0,0.0,133.90650517,0.0,17.0,36.180857581,False,False,False,False,False,False,False,False,False,False,False
0,10700.0,49573.0,68125.0,DebtCon,Other,2.0,0.0,0.0,223.2,0.0,10.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,10700.0,122000.0,148000.0,DebtCon,ProfExe,0.7,0.0,0.0,165.33333333,5.0,29.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,10700.0,34000.0,49756.0,HomeImp,Other,0.9,0.0,0.0,230.3,5.0,8.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,10700.0,67523.0,85560.0,DebtCon,Sales,5.0,0.0,0.0,126.84293494,0.0,35.0,26.001665333,False,False,False,False,False,False,False,False,False,False,False
1,10700.0,41144.0,59375.0,DebtCon,Other,2.0,0.0,0.0,73.6,1.0,18.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,10700.0,50210.0,64838.0,HomeImp,Other,9.0,0.0,0.0,95.039168276,2.0,34.0,40.396233444,False,False,False,False,False,False,False,False,False,False,False
0,10700.0,54091.0,67661.0,HomeImp,Other,27.0,0.0,0.0,188.53398908,0.0,24.0,38.589372345,False,False,False,False,False,False,False,False,False,False,False
0,10700.0,147477.0,181050.0,HomeImp,Office,6.0,0.0,0.0,190.02108492,1.0,42.5,34.698162391,False,False,False,False,False,False,False,False,False,False,False
0,10700.0,115118.0,124198.0,DebtCon,Self,6.0,0.0,0.0,174.34182326,0.0,19.0,31.75799058,False,False,False,False,False,False,False,False,False,False,False
0,10700.0,110789.0,126781.0,DebtCon,Self,6.0,0.0,0.0,178.6374675,0.0,19.0,31.888936384,False,False,False,False,False,False,False,False,False,False,False
0,10700.0,51224.0,70399.0,DebtCon,Mgr,5.0,0.0,0.0,110.67744165,1.0,23.0,42.939294407,False,False,False,False,False,True,True,False,True,False,False
0,10700.0,67065.0,96171.0,DebtCon,Office,9.0,0.0,0.0,205.00760033,3.0,28.0,41.587201191,False,False,False,False,False,False,False,False,False,False,False
0,10700.0,29569.0,47842.0,DebtCon,Other,12.0,0.0,0.0,144.81717461,5.0,28.0,36.784582009,False,False,False,False,False,True,False,False,False,False,False
0,10800.0,159306.0,200447.375,HomeImp,ProfExe,11.0,0.0,0.0,236.36666667,0.0,22.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,10800.0,64305.0,107374.0,DebtCon,ProfExe,9.0,0.0,0.0,97.861325762,0.0,36.0,36.996385659,False,False,False,False,False,False,False,False,False,False,False
0,10800.0,98568.0,121994.0,DebtCon,Office,15.0,0.0,0.0,270.26516526,0.0,16.0,33.658292221,False,False,True,False,False,False,False,False,False,False,False
0,10800.0,32870.0,61572.0,DebtCon,Mgr,7.0,0.0,0.0,173.46666667,1.0,20.0,38.490246959,False,False,False,False,True,True,True,True,True,True,False
1,10800.0,35602.0,73077.0,DebtCon,Self,7.0,0.0,0.0,179.89655998,1.0,20.0,53.584883008,False,False,False,False,True,False,False,False,False,False,False
0,10800.0,11950.0,46780.0,HomeImp,Office,24.0,0.0,0.0,268.9,0.0,20.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,10800.0,70214.0,83882.0,DebtCon,Office,4.0,0.0,0.0,172.79930087,3.0,30.0,38.588823585,False,False,False,False,False,False,False,False,False,False,False
0,10800.0,49254.0,80527.0,HomeImp,Other,2.0,0.0,0.0,202.53743039,0.0,13.0,29.551583139,False,False,False,False,False,False,False,False,False,False,False
0,10800.0,44355.0,57742.0,HomeImp,Other,20.0,0.0,0.0,129.73199214,0.0,22.0,38.042767861,False,False,False,False,False,False,False,False,False,False,False
0,10800.0,125732.0,184667.0,DebtCon,Other,7.0,0.0,0.0,212.22346879,0.0,19.0,33.920789966,False,False,False,False,False,False,False,False,False,False,False
0,10800.0,31149.0,67239.0,DebtCon,Mgr,7.0,0.0,0.0,173.46666667,1.0,20.0,35.265437376,False,False,False,False,True,True,True,True,True,True,False
0,10800.0,80203.0,98731.0,DebtCon,Other,4.0,0.0,0.0,113.42514573,2.0,31.0,41.474073805,False,False,False,False,False,False,False,False,False,False,False
0,10800.0,64181.0,70996.0,DebtCon,Other,4.0,0.0,0.0,171.75957905,2.0,17.0,33.227793593,False,False,False,False,False,False,False,False,False,False,False
1,10800.0,57892.0,78900.0,DebtCon,ProfExe,15.0,0.0,0.0,329.16666667,1.0,14.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,10800.0,65019.0,89235.5,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,34.818261819,True,True,True,True,True,True,True,True,True,True,True
1,10800.0,75000.0,87400.0,HomeImp,Other,7.0,0.0,0.0,101.46666667,2.0,19.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,10800.0,52600.0,66700.0,DebtCon,ProfExe,2.0,0.0,0.0,110.56666667,5.0,26.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,10800.0,75378.0,86060.0,DebtCon,Mgr,6.0,0.0,0.0,102.66507078,0.0,23.0,30.09500969,False,False,False,False,False,False,False,False,False,False,False
0,10800.0,67740.0,108135.0,DebtCon,Office,11.0,0.0,0.0,163.27383179,1.0,12.0,38.383498378,False,False,False,False,False,False,False,False,False,False,False
1,10800.0,159306.0,200447.375,HomeImp,ProfExe,1.0,0.0,0.0,75.458150356,1.0,4.0,28.370130884,False,False,False,False,False,False,False,False,True,False,False
0,10800.0,56477.0,94980.0,HomeImp,Other,17.0,0.0,0.0,179.91736263,0.0,28.0,25.210739655,False,False,False,False,False,False,False,False,False,False,False
0,10800.0,78898.0,86567.0,DebtCon,ProfExe,9.0,0.0,0.0,179.83082878,0.0,12.0,40.291951983,False,False,False,False,False,False,False,False,False,False,False
0,10800.0,59469.0,69834.0,DebtCon,Other,3.0,0.0,0.0,308.75917568,0.0,9.0,34.095785093,False,False,False,False,False,False,False,False,False,False,False
0,10800.0,61791.0,78361.0,DebtCon,Office,5.0,0.0,0.0,94.518067782,2.0,15.0,28.088524645,False,False,False,False,False,False,False,False,False,False,False
1,10800.0,24182.0,39750.0,DebtCon,ProfExe,2.0,0.0,0.0,176.83333333,0.0,36.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,10800.0,65019.0,49495.0,HomeImp,Mgr,5.0,0.0,0.0,141.16529822,1.0,8.0,21.079998939,True,False,False,False,False,True,True,False,True,False,False
0,10800.0,83441.0,92148.0,DebtCon,Mgr,5.0,0.0,0.0,119.14584404,1.0,26.0,40.978635322,False,False,False,False,False,False,False,False,False,False,False
0,10800.0,49953.0,75322.0,DebtCon,Other,0.0,0.0,0.0,58.892731331,5.0,21.0,23.875946186,False,False,False,False,False,False,False,False,False,False,False
0,10800.0,67171.0,82138.0,HomeImp,Other,2.0,0.0,0.0,89.124526305,0.0,6.0,38.8031464,False,False,False,False,False,False,False,False,False,False,False
0,10800.0,13365.0,66979.0,HomeImp,Other,9.0,0.0,0.0,346.9796514,1.0,22.0,16.48162968,False,False,False,False,False,False,False,False,False,False,False
0,10800.0,89139.0,122571.0,HomeImp,Other,8.0,0.0,0.0,173.46666667,1.0,20.0,40.780527152,False,False,False,False,False,True,True,True,True,True,False
0,10800.0,42191.0,57224.0,DebtCon,Other,15.0,0.0,0.0,68.810826166,0.0,11.0,30.518229752,False,False,False,False,False,False,False,False,False,False,False
0,10800.0,61767.0,72668.0,DebtCon,ProfExe,15.0,0.0,0.0,228.98545319,3.0,32.0,37.91433471,False,False,False,False,False,False,False,False,False,False,False
1,10900.0,86754.0,110000.0,DebtCon,ProfExe,13.0,0.0,0.0,103.43333333,0.0,19.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,10900.0,57494.0,66704.0,DebtCon,Mgr,6.0,0.0,0.0,115.31274905,1.0,24.0,39.510985743,False,False,False,False,False,True,True,False,True,False,False
0,10900.0,65019.0,76207.0,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,22.392611597,True,False,True,True,True,True,True,True,True,True,False
0,10900.0,49406.0,83074.0,HomeImp,Other,1.0,0.0,0.0,191.81512308,0.0,13.0,30.124555686,False,False,False,False,False,False,False,False,False,False,False
0,10900.0,22513.0,52355.0,HomeImp,Other,1.0,0.0,0.0,248.58340866,0.0,10.0,39.204625006,False,False,False,False,False,False,False,False,False,False,False
1,10900.0,65019.0,16365.0,HomeImp,Other,7.0,0.0,0.0,59.548702675,1.0,2.0,24.195903631,True,False,False,False,True,False,False,False,False,False,False
0,10900.0,65019.0,66691.0,HomeImp,Other,7.0,0.0,0.0,349.75236213,0.0,7.0,34.34334852,True,False,False,False,True,False,False,False,False,False,False
0,10900.0,17282.0,70783.0,DebtCon,ProfExe,19.0,0.0,0.0,404.9043933,0.0,11.0,23.610124369,False,False,False,False,False,False,False,False,False,False,False
0,10900.0,56793.0,68825.0,DebtCon,Other,3.0,0.0,0.0,225.88904146,0.0,9.0,34.727875189,False,False,False,False,False,False,False,False,False,False,False
0,10900.0,25061.0,35792.0,DebtCon,Other,3.0,0.0,0.0,173.46666667,1.0,20.0,37.10471224,False,False,False,False,False,True,True,True,True,True,False
0,10900.0,51990.0,76918.0,HomeImp,Other,0.0,0.0,0.0,180.81810233,0.0,12.0,29.555406533,False,False,False,False,False,False,False,False,False,False,False
0,10900.0,59029.0,76120.0,DebtCon,Other,2.0,0.0,0.0,231.73414438,0.0,10.0,36.025683828,False,False,False,False,False,False,False,False,False,False,False
0,10900.0,116030.0,125179.0,DebtCon,Self,6.0,0.0,0.0,177.08584488,0.0,19.0,33.849092539,False,False,False,False,False,False,False,False,False,False,False
0,10900.0,45028.0,61014.0,DebtCon,Other,10.0,0.0,0.0,72.494660925,0.0,23.0,35.667645974,False,False,False,False,False,False,False,False,False,False,False
1,10900.0,49352.0,56529.0,DebtCon,Other,7.0,0.0,0.0,78.833617625,2.0,23.0,36.174955236,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,14046.0,34777.0,DebtCon,Other,5.0,0.0,0.0,256.63415201,0.0,11.0,22.447943315,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,88252.0,112567.0,DebtCon,Other,11.0,0.0,0.0,224.71557646,2.0,15.0,39.526852362,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,52602.0,61496.0,DebtCon,Other,13.0,0.0,0.0,107.34006616,0.0,22.0,37.699108592,False,False,False,False,False,False,False,False,False,False,False
1,11000.0,60513.0,110485.0,DebtCon,Mgr,3.0,0.0,0.0,126.77192888,1.0,17.0,40.031393322,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,76958.0,88607.0,DebtCon,ProfExe,9.0,0.0,0.0,175.41182666,0.0,12.0,39.216775179,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,21738.0,86586.0,HomeImp,ProfExe,20.0,0.0,0.0,241.06079106,0.0,10.0,25.21859995,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,77929.0,102942.0,HomeImp,ProfExe,8.0,0.0,0.0,173.8298837,0.0,34.0,33.897772554,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,89275.0,108653.0,DebtCon,Other,15.0,0.0,0.0,206.90348089,2.0,15.0,37.743047077,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,57554.0,68222.0,DebtCon,ProfExe,14.0,0.0,0.0,215.43179389,3.0,32.0,36.569347898,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,21780.0,85505.0,HomeImp,ProfExe,19.0,0.0,0.0,240.68258102,0.0,10.0,24.404335112,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,63314.0,69285.0,DebtCon,ProfExe,15.0,0.0,0.0,244.01777452,3.0,32.0,36.542570221,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,48538.0,63805.0,DebtCon,Other,9.0,0.0,0.0,88.606023456,0.0,22.0,38.026151095,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,50716.0,61492.0,DebtCon,Other,3.0,0.0,0.0,90.230329762,0.0,20.0,38.255862022,False,False,False,False,False,False,False,False,False,False,False
1,11000.0,77517.0,86214.0,HomeImp,ProfExe,2.0,0.0,0.0,352.37913787,0.0,28.0,28.030214206,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,56795.0,70014.0,DebtCon,Other,3.0,0.0,0.0,319.79577127,0.0,10.0,33.596170858,False,False,False,False,False,False,False,False,False,False,False
1,11000.0,45000.0,63775.0,DebtCon,Other,14.0,0.0,0.0,173.16666667,0.0,18.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,11000.0,49000.0,66922.0,DebtCon,Other,11.0,0.0,0.0,91.0,3.0,32.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,11000.0,108095.0,137000.0,DebtCon,ProfExe,3.0,0.0,0.0,277.0,1.0,42.5,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,11000.0,15129.0,29375.0,DebtCon,Office,6.0,0.0,0.0,102.43333333,0.0,17.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,11000.0,74596.0,98000.0,HomeImp,ProfExe,6.0,0.0,0.0,108.53333333,1.0,27.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,11000.0,85149.0,106820.0,HomeImp,Mgr,10.0,0.0,0.0,240.43333333,0.0,25.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,11000.0,102000.0,120000.0,DebtCon,Other,3.0,0.0,0.0,125.8,1.0,26.0,34.818261819,False,False,False,True,False,False,False,False,False,False,True
0,11000.0,63847.0,86500.0,HomeImp,Office,26.0,0.0,0.0,170.43333333,2.0,14.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,11000.0,54100.0,70438.0,DebtCon,Self,2.0,0.0,0.0,115.6,1.0,25.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,11000.0,66400.0,81500.0,DebtCon,Other,9.5,0.0,0.0,215.06666667,0.0,42.5,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,11000.0,63975.0,200447.375,HomeImp,ProfExe,4.0,0.0,0.0,123.76666667,1.0,17.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,11000.0,53700.0,68000.0,DebtCon,Mgr,6.0,0.0,0.0,101.5,0.0,13.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,11000.0,62227.0,81250.0,DebtCon,Office,9.0,0.0,0.0,123.76666667,3.0,34.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,11000.0,41000.0,63450.0,HomeImp,Other,2.9,0.0,0.0,173.46666667,1.0,20.0,34.818261819,False,False,False,False,False,True,True,True,True,True,True
1,11000.0,122751.0,140000.0,DebtCon,Other,5.0,0.0,0.0,116.7,2.0,30.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,11000.0,85474.0,118125.0,HomeImp,Office,2.5,0.0,0.0,132.93333333,1.0,9.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,11000.0,131949.0,165096.0,HomeImp,ProfExe,5.0,0.0,0.0,406.23064200499994,0.0,42.0,26.904766453,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,116361.0,143318.0,DebtCon,ProfExe,15.0,0.0,0.0,181.07079325,1.0,32.0,30.032845485,False,False,False,False,False,True,False,False,False,False,False
0,11000.0,54641.0,65705.0,DebtCon,Other,5.0,0.0,0.0,323.19292763,0.0,10.0,33.299628394,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,85758.0,108661.0,HomeImp,Mgr,11.0,0.0,0.0,255.28741537,0.0,24.0,29.434867143,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,60123.0,74887.0,HomeImp,Other,3.0,0.0,0.0,242.24976115,2.0,16.0,37.680169764,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,43614.0,60831.0,DebtCon,Other,3.0,0.0,0.0,84.444746145,0.0,20.0,36.673648152,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,83639.0,98081.0,DebtCon,Other,10.0,0.0,0.0,155.37122034,4.0,22.0,42.539685706,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,50178.0,64427.0,DebtCon,Other,5.0,0.0,0.0,67.636289053,1.0,11.0,28.689928357,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,77723.0,107245.0,HomeImp,ProfExe,5.0,0.0,0.0,115.55852962,0.0,26.0,26.91192966,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,46093.0,60563.0,DebtCon,Mgr,4.0,0.0,0.0,190.48216428,1.0,21.0,29.578148133,False,False,False,False,False,False,False,False,False,False,False
1,11000.0,85008.0,73223.0,HomeImp,Mgr,7.0,0.0,0.0,197.12004536,0.0,23.0,41.441052018,False,False,False,False,False,False,False,False,False,False,False
0,11000.0,106762.0,123138.0,DebtCon,Other,2.0,0.0,0.0,131.01191573,0.0,25.0,32.80374334,False,False,False,True,False,False,False,False,False,False,False
0,11000.0,92521.0,110704.0,DebtCon,Other,13.0,0.0,0.0,208.89848526,2.0,16.0,39.250433285,False,False,False,False,False,False,False,False,False,False,False
1,11000.0,49000.0,68000.0,HomeImp,Other,2.0,0.0,0.0,9.1,3.0,15.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,11000.0,65019.0,56851.0,HomeImp,Other,10.0,0.0,0.0,308.43564919,2.0,13.0,31.075616581,True,False,False,False,False,False,False,False,False,False,False
0,11000.0,48893.0,113223.0,DebtCon,ProfExe,7.0,0.0,0.0,237.09808129,0.0,9.0,22.003376409,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,47689.0,52910.0,HomeImp,Mgr,21.0,0.0,0.0,224.48075013,1.0,18.0,34.947076581,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,59232.0,71157.0,DebtCon,Mgr,5.0,0.0,0.0,108.21716051,1.0,24.0,40.091831822,False,False,False,False,False,True,True,False,True,False,False
0,11100.0,65019.0,50262.0,HomeImp,Mgr,5.0,0.0,0.0,175.75688747,1.0,8.0,22.956863758,True,False,False,False,False,True,True,False,True,False,False
1,11100.0,52028.0,77316.0,HomeImp,Other,7.0,0.0,0.0,194.48489733,1.0,12.0,30.797674365,False,False,False,False,True,False,False,False,False,False,False
0,11100.0,79226.0,88112.0,DebtCon,ProfExe,10.0,0.0,0.0,179.64827359,1.0,12.0,40.670904725,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,72402.0,86584.0,DebtCon,Mgr,8.0,0.0,0.0,102.97207872,0.0,22.0,29.655713203,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,17430.0,68499.0,DebtCon,ProfExe,20.0,0.0,0.0,403.96540093,1.0,12.0,21.758642612,False,False,False,False,False,False,False,False,False,False,False
1,11100.0,65019.0,26400.0,HomeImp,Other,8.0,0.0,0.0,173.46666667,2.0,0.0,34.818261819,True,False,False,False,False,False,False,True,False,False,True
0,11100.0,82849.0,113913.0,HomeImp,ProfExe,10.0,0.0,0.0,167.36102992,0.0,27.0,35.763333479,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,27861.0,47737.0,HomeImp,Other,8.0,0.0,0.0,89.492116658,0.0,4.0,34.050949362,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,82329.0,100139.0,HomeImp,ProfExe,5.0,0.0,0.0,108.53256364,0.0,26.0,26.099258701,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,80922.0,95105.0,DebtCon,Other,3.0,0.0,0.0,90.881292261,2.0,31.0,38.120810575,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,65019.0,67005.0,HomeImp,Other,7.0,0.0,0.0,364.37597582,0.0,7.0,36.674734318,True,False,False,False,True,False,False,False,False,False,False
1,11100.0,68784.0,85464.0,DebtCon,ProfExe,2.0,0.0,0.0,117.9983043,0.0,14.0,36.044251755,False,False,True,False,False,False,False,False,False,False,False
0,11100.0,52029.0,71376.0,HomeImp,Other,4.0,0.0,0.0,250.25216481,2.0,16.0,38.483648445,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,61856.0,77275.0,HomeImp,Other,4.0,0.0,0.0,243.71377409,1.0,16.0,36.564119563,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,105226.0,122901.0,DebtCon,Other,3.0,0.0,0.0,113.68878037,1.0,26.0,33.896642978,False,False,False,True,False,False,False,False,False,False,False
0,11100.0,53232.0,86703.0,HomeImp,Other,16.0,0.0,0.0,183.20620747,0.0,29.0,26.87488997,False,False,False,False,False,False,False,False,False,False,False
1,11100.0,52900.0,91741.0,HomeImp,Other,7.0,0.0,0.0,93.110352698,1.0,8.0,40.761453071,False,False,False,False,True,False,False,False,True,False,False
0,11100.0,75392.0,89976.0,DebtCon,ProfExe,9.0,0.0,0.0,163.70355537,1.0,12.0,39.271884779,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,31999.0,61406.0,DebtCon,Other,28.0,0.0,0.0,239.05055657,0.0,19.0,20.961272939,False,False,True,False,False,False,False,False,False,False,False
0,11100.0,65019.0,89235.5,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,26.232459223,True,True,True,True,True,True,True,True,True,True,False
0,11100.0,54496.0,71895.0,HomeImp,Other,6.0,0.0,0.0,125.76577489,0.0,16.0,35.506774068,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,56999.0,67427.0,HomeImp,Other,8.0,0.0,0.0,139.51391501,0.0,16.0,35.892436102,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,67366.0,102936.0,DebtCon,Other,9.0,0.0,0.0,213.28149573,0.0,20.0,19.078651168,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,35782.0,45550.0,HomeImp,Other,8.0,0.0,0.0,109.28434579,0.0,3.0,36.159805919,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,148235.0,182053.0,HomeImp,Office,4.0,0.0,0.0,198.80971711,0.0,42.5,33.538726152,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,48031.0,107561.0,DebtCon,ProfExe,5.0,0.0,0.0,226.78110513,0.0,9.0,24.190326625,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,43167.0,60209.0,DebtCon,Other,3.0,0.0,0.0,80.368196976,0.0,20.0,37.490798825,False,False,False,False,False,False,False,False,False,False,False
0,11100.0,50350.0,58837.0,DebtCon,Other,6.0,0.0,0.0,80.843216818,0.0,10.0,28.793166271,False,False,False,False,False,False,False,False,False,False,False
0,11200.0,32562.0,47220.0,DebtCon,Other,8.0,0.0,0.0,151.28586742,5.0,29.0,38.019135045,False,False,False,False,False,True,False,False,False,False,False
0,11200.0,66868.0,107794.0,DebtCon,Office,10.0,0.0,0.0,152.92982848,1.0,12.0,39.640828981,False,False,False,False,False,False,False,False,False,False,False
0,11200.0,93649.0,113833.0,DebtCon,Other,13.0,0.0,0.0,205.11724572,3.0,16.0,39.126130259,False,False,False,False,False,False,False,False,False,False,False
0,11200.0,29348.0,87351.0,HomeImp,ProfExe,20.0,0.0,0.0,224.39489458,0.0,11.0,26.129627304,False,False,False,False,False,False,False,False,False,False,False
0,11200.0,44966.0,55114.0,DebtCon,Office,1.0,0.0,0.0,173.96189741,1.0,21.0,37.456622102,False,False,False,False,False,False,False,False,False,False,False
0,11200.0,23181.0,80140.0,HomeImp,ProfExe,21.0,0.0,0.0,221.4180934,0.0,10.0,25.462641527,False,False,False,False,False,False,False,False,False,False,False
0,11200.0,68890.0,84059.0,DebtCon,Office,12.0,0.0,0.0,254.01968935,3.0,36.0,41.433943797,False,False,False,False,False,False,False,False,False,False,False
0,11200.0,17411.0,86102.0,DebtCon,Other,10.0,0.0,0.0,267.97010945,0.0,13.0,22.089199918,False,False,False,False,False,False,False,False,False,False,False
1,11200.0,114000.0,139200.0,DebtCon,Mgr,5.0,0.0,0.0,213.56666667,1.0,36.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,11200.0,56842.0,66710.0,HomeImp,Other,6.0,0.0,0.0,144.79522043,0.0,17.0,33.8858765,False,False,False,False,False,False,False,False,False,False,False
1,11200.0,56877.0,65125.0,HomeImp,Other,6.0,0.0,0.0,12.176928574,0.0,1.0,33.241218883,False,False,False,False,False,False,False,False,False,False,False
0,11200.0,62752.0,73003.0,DebtCon,ProfExe,13.0,0.0,0.0,226.56590487,3.0,31.0,38.339798053,False,False,False,False,False,False,False,False,False,False,False
0,11200.0,65508.0,103523.0,DebtCon,Office,12.0,0.0,0.0,154.42736766,0.0,12.0,37.575436102,False,False,False,False,False,False,False,False,False,False,False
0,11200.0,153103.0,181849.0,HomeImp,Office,6.0,0.0,0.0,186.249507,0.0,42.5,33.995565356,False,False,False,False,False,False,False,False,False,False,False
1,11200.0,68990.0,81922.0,DebtCon,Mgr,12.0,0.0,0.0,120.88581123,2.0,23.0,43.159875329,False,False,False,False,False,False,False,False,False,False,False
0,11200.0,65019.0,48150.0,HomeImp,Mgr,3.0,0.0,0.0,165.76801721,1.0,9.0,22.302234366,True,False,False,False,False,True,True,False,True,False,False
0,11200.0,19496.0,73140.0,DebtCon,ProfExe,20.0,0.0,0.0,399.24269191,1.0,12.0,23.374504567,False,False,False,False,False,False,False,False,False,False,False
0,11300.0,57377.0,75038.0,DebtCon,Office,4.0,0.0,0.0,91.219961165,1.0,15.0,25.140279716,False,False,False,False,False,False,False,False,False,False,False
0,11300.0,124205.0,196124.0,HomeImp,Office,0.0,0.0,0.0,332.72338954,0.0,15.0,40.120168319,False,False,False,False,False,False,False,False,False,False,False
0,11300.0,64437.0,79857.0,DebtCon,Office,5.0,0.0,0.0,88.789155967,2.0,14.0,27.899267889,False,False,False,False,False,False,False,False,False,False,False
0,11300.0,61810.0,79817.0,DebtCon,Office,6.0,0.0,0.0,98.224144195,1.0,14.0,25.52507894,False,False,False,False,False,False,False,False,False,False,False
0,11300.0,65019.0,66345.0,HomeImp,Other,7.0,0.0,0.0,357.14381933,0.0,6.0,34.601973808,True,False,False,False,True,False,False,False,False,False,False
0,11300.0,62168.0,80681.0,DebtCon,Sales,6.0,0.0,0.0,117.3762292,0.0,34.0,27.694521271,False,False,False,False,False,False,False,False,False,False,False
0,11300.0,56651.0,71353.0,HomeImp,Other,28.0,0.0,0.0,176.91298776,1.0,24.0,38.544441857,False,False,False,False,False,False,False,False,False,False,False
0,11300.0,46120.0,52911.0,HomeImp,Mgr,19.0,0.0,0.0,229.44157776,1.0,17.0,36.334814357,False,False,False,False,False,False,False,False,False,False,False
0,11300.0,77926.0,89216.0,DebtCon,Mgr,6.0,0.0,0.0,146.81015408,2.0,26.0,39.466964223,False,False,False,False,False,False,False,False,False,False,False
0,11300.0,129489.0,195105.0,HomeImp,Office,0.0,0.0,0.0,356.31348584,0.0,16.0,41.634017956,False,False,False,False,False,False,False,False,False,False,False
0,11300.0,54984.0,63958.0,DebtCon,Mgr,4.0,0.0,0.0,190.92092996,1.0,16.0,28.086854837,False,False,False,False,False,False,False,False,False,False,False
0,11300.0,40752.0,53683.0,HomeImp,Other,22.0,0.0,0.0,129.75806208,0.0,23.0,38.425881111,False,False,False,False,False,False,False,False,False,False,False
